unique_id,metric,value,model
19386,mae,673.7777777777778,SeasonalNaive
19392,mae,45.5,SeasonalNaive
19393,mae,357.77777777777777,SeasonalNaive
19514,mae,6.5,SeasonalNaive
19515,mae,63.72222222222222,SeasonalNaive
19517,mae,3.6666666666666665,SeasonalNaive
19519,mae,53.529411764705884,SeasonalNaive
19520,mae,10.428571428571429,SeasonalNaive
19521,mae,26.77777777777778,SeasonalNaive
19522,mae,78.44444444444444,SeasonalNaive
19523,mae,318.3888888888889,SeasonalNaive
19524,mae,16.444444444444443,SeasonalNaive
19526,mae,2.388888888888889,SeasonalNaive
19527,mae,29.11111111111111,SeasonalNaive
19528,mae,11.0,SeasonalNaive
19529,mae,54.833333333333336,SeasonalNaive
19530,mae,8.61111111111111,SeasonalNaive
19531,mae,499.8888888888889,SeasonalNaive
19532,mae,95.05555555555556,SeasonalNaive
19533,mae,22.11111111111111,SeasonalNaive
19534,mae,495.3888888888889,SeasonalNaive
19535,mae,13.055555555555555,SeasonalNaive
19536,mae,29.38888888888889,SeasonalNaive
19537,mae,236.77777777777777,SeasonalNaive
19538,mae,29.333333333333332,SeasonalNaive
19539,mae,28.5,SeasonalNaive
19540,mae,266.3888888888889,SeasonalNaive
19541,mae,13.352941176470589,SeasonalNaive
19542,mae,53.55555555555556,SeasonalNaive
19543,mae,75.0,SeasonalNaive
19544,mae,350.05555555555554,SeasonalNaive
19545,mae,13.555555555555555,SeasonalNaive
19546,mae,83.22222222222223,SeasonalNaive
19547,mae,56.388888888888886,SeasonalNaive
19548,mae,90.61111111111111,SeasonalNaive
19549,mae,191.38888888888889,SeasonalNaive
19550,mae,60.72222222222222,SeasonalNaive
19551,mae,51.611111111111114,SeasonalNaive
19552,mae,29.444444444444443,SeasonalNaive
19553,mae,17.77777777777778,SeasonalNaive
19554,mae,99.55555555555556,SeasonalNaive
19555,mae,53.22222222222222,SeasonalNaive
19556,mae,66.5,SeasonalNaive
19557,mae,18.055555555555557,SeasonalNaive
19558,mae,37.94444444444444,SeasonalNaive
19559,mae,328.5,SeasonalNaive
19561,mae,6.777777777777778,SeasonalNaive
19562,mae,93.33333333333333,SeasonalNaive
19563,mae,2.111111111111111,SeasonalNaive
19564,mae,47.77777777777778,SeasonalNaive
19565,mae,5.882352941176471,SeasonalNaive
19566,mae,41.22222222222222,SeasonalNaive
19567,mae,82.27777777777777,SeasonalNaive
19568,mae,7.777777777777778,SeasonalNaive
19569,mae,5.888888888888889,SeasonalNaive
19570,mae,5.833333333333333,SeasonalNaive
19571,mae,29.833333333333332,SeasonalNaive
19572,mae,105.17647058823529,SeasonalNaive
19573,mae,55.94444444444444,SeasonalNaive
19574,mae,180.05555555555554,SeasonalNaive
19575,mae,1.2222222222222223,SeasonalNaive
19576,mae,81.94444444444444,SeasonalNaive
19577,mae,82.70588235294117,SeasonalNaive
19579,mae,6.411764705882353,SeasonalNaive
19580,mae,32.166666666666664,SeasonalNaive
19614,mae,23.88888888888889,SeasonalNaive
19616,mae,1.0,SeasonalNaive
19620,mae,4.714285714285714,SeasonalNaive
19623,mae,102.55555555555556,SeasonalNaive
19624,mae,12.0,SeasonalNaive
19635,mae,,SeasonalNaive
19650,mae,49.666666666666664,SeasonalNaive
19658,mae,66.0,SeasonalNaive
19662,mae,12.88888888888889,SeasonalNaive
19677,mae,32.294117647058826,SeasonalNaive
19678,mae,,SeasonalNaive
19682,mae,173.61111111111111,SeasonalNaive
19687,mae,81.11111111111111,SeasonalNaive
19690,mae,24.555555555555557,SeasonalNaive
19704,mae,1177.611111111111,SeasonalNaive
19728,mae,2.111111111111111,SeasonalNaive
19746,mae,5.722222222222222,SeasonalNaive
19747,mae,14.11111111111111,SeasonalNaive
19770,mae,552.4444444444445,SeasonalNaive
19778,mae,42.642857142857146,SeasonalNaive
19779,mae,77.5,SeasonalNaive
19789,mae,102.83333333333333,SeasonalNaive
19790,mae,478.8333333333333,SeasonalNaive
19791,mae,60.27777777777778,SeasonalNaive
19795,mae,5.444444444444445,SeasonalNaive
19804,mae,4.470588235294118,SeasonalNaive
19805,mae,902.6666666666666,SeasonalNaive
19812,mae,51.44444444444444,SeasonalNaive
19821,mae,538.5,SeasonalNaive
19829,mae,28.875,SeasonalNaive
19830,mae,78.05555555555556,SeasonalNaive
19839,mae,41.611111111111114,SeasonalNaive
19840,mae,31.88888888888889,SeasonalNaive
19852,mae,113.44444444444444,SeasonalNaive
19855,mae,3.3333333333333335,SeasonalNaive
19856,mae,17.88888888888889,SeasonalNaive
19858,mae,22.714285714285715,SeasonalNaive
19865,mae,23.666666666666668,SeasonalNaive
19869,mae,28.2,SeasonalNaive
19873,mae,46.111111111111114,SeasonalNaive
19874,mae,26.142857142857142,SeasonalNaive
19875,mae,65.66666666666667,SeasonalNaive
19891,mae,20.944444444444443,SeasonalNaive
19892,mae,46.0,SeasonalNaive
19893,mae,32.388888888888886,SeasonalNaive
19894,mae,33.388888888888886,SeasonalNaive
19895,mae,14.625,SeasonalNaive
19896,mae,33.411764705882355,SeasonalNaive
19897,mae,7.777777777777778,SeasonalNaive
19898,mae,80.5,SeasonalNaive
19900,mae,9.777777777777779,SeasonalNaive
19910,mae,9.875,SeasonalNaive
19911,mae,57.0,SeasonalNaive
19912,mae,42.55555555555556,SeasonalNaive
19917,mae,68.55555555555556,SeasonalNaive
19930,mae,125.16666666666667,SeasonalNaive
19932,mae,34.2,SeasonalNaive
19933,mae,30.944444444444443,SeasonalNaive
19949,mae,12.444444444444445,SeasonalNaive
19952,mae,170.11111111111111,SeasonalNaive
19953,mae,57.642857142857146,SeasonalNaive
19954,mae,5.4,SeasonalNaive
19956,mae,62.22222222222222,SeasonalNaive
19958,mae,50.166666666666664,SeasonalNaive
19961,mae,53.35294117647059,SeasonalNaive
19972,mae,17.384615384615383,SeasonalNaive
19976,mae,26.4,SeasonalNaive
19977,mae,742.8333333333334,SeasonalNaive
19985,mae,7.176470588235294,SeasonalNaive
19991,mae,97.16666666666667,SeasonalNaive
19994,mae,32.388888888888886,SeasonalNaive
19995,mae,66.77777777777777,SeasonalNaive
19996,mae,16.88888888888889,SeasonalNaive
20003,mae,7.111111111111111,SeasonalNaive
20005,mae,41.77777777777778,SeasonalNaive
20007,mae,40.5,SeasonalNaive
20010,mae,32.22222222222222,SeasonalNaive
20016,mae,94.27777777777777,SeasonalNaive
20017,mae,80.11111111111111,SeasonalNaive
20019,mae,56.0,SeasonalNaive
20023,mae,5.846153846153846,SeasonalNaive
20025,mae,45.833333333333336,SeasonalNaive
20028,mae,28.944444444444443,SeasonalNaive
20029,mae,27.27777777777778,SeasonalNaive
20030,mae,1.5833333333333333,SeasonalNaive
20034,mae,5.8125,SeasonalNaive
20042,mae,96.88888888888889,SeasonalNaive
20043,mae,2.0555555555555554,SeasonalNaive
20045,mae,4.0,SeasonalNaive
20046,mae,313.8333333333333,SeasonalNaive
20057,mae,12.555555555555555,SeasonalNaive
20059,mae,8.444444444444445,SeasonalNaive
20064,mae,3.4444444444444446,SeasonalNaive
20065,mae,77.83333333333333,SeasonalNaive
20075,mae,11.941176470588236,SeasonalNaive
20080,mae,6.111111111111111,SeasonalNaive
20085,mae,17.666666666666668,SeasonalNaive
20088,mae,50.35294117647059,SeasonalNaive
20089,mae,4.176470588235294,SeasonalNaive
20090,mae,126.75,SeasonalNaive
20095,mae,52.05555555555556,SeasonalNaive
20100,mae,21.77777777777778,SeasonalNaive
20104,mae,5.666666666666667,SeasonalNaive
20105,mae,31.38888888888889,SeasonalNaive
20106,mae,15.764705882352942,SeasonalNaive
20107,mae,95.5,SeasonalNaive
20108,mae,84.55555555555556,SeasonalNaive
20110,mae,3.5,SeasonalNaive
