,t,theta,theta_1
0,0.0,0.1,0.09802447906409169
1,0.04012133361421295,0.09802447906409169,0.09455450605765732
2,0.0802426672284259,0.09455450605765732,0.08968019258767004
3,0.12036400084263886,0.08968019258767004,0.08351159025821946
4,0.1604853344568518,0.08351159025821946,0.07617648582269362
5,0.20060666807106475,0.07617648582269362,0.0678179698928239
6,0.24072800168527772,0.0678179698928239,0.058591822822814915
7,0.2808493352994907,0.058591822822814915,0.048663763224237454
8,0.3209706689137036,0.048663763224237454,0.038206605646322805
9,0.36109200252791657,0.038206605646322805,0.02739737427783206
10,0.4012133361421295,0.02739737427783206,0.01641441910374691
11,0.4413346697563425,0.01641441910374691,0.0054345798069943465
12,0.48145600337055544,0.0054345798069943465,-0.005369559122619963
13,0.5215773369847684,-0.005369559122619963,-0.01583228107809641
14,0.5616986705989814,-0.01583228107809641,-0.025797179883307188
15,0.6018200042131943,-0.025797179883307188,-0.03511939783711455
16,0.6419413378274073,-0.03511939783711455,-0.043667628924369865
17,0.6820626714416202,-0.043667628924369865,-0.05132586127877648
18,0.7221840050558331,-0.05132586127877648,-0.05799483769927657
19,0.7623053386700461,-0.05799483769927657,-0.0635932179594568
20,0.802426672284259,-0.0635932179594568,-0.06805843172555215
21,0.842548005898472,-0.06805843172555215,-0.07134721602984889
22,0.882669339512685,-0.07134721602984889,-0.07343583635065137
23,0.9227906731268979,-0.07343583635065137,-0.07431999534784915
24,0.9629120067411109,-0.07431999534784915,-0.07401443811844736
25,1.0030333403553238,-0.07401443811844736,-0.07255226739782253
26,1.0431546739695368,-0.07255226739782253,-0.06998398637424835
27,1.0832760075837498,-0.06998398637424835,-0.06637629064730548
28,1.1233973411979628,-0.06637629064730548,-0.06181063429340116
29,1.1635186748121757,-0.06181063429340116,-0.05638159796004541
30,1.2036400084263885,-0.05638159796004541,-0.05019508935951141
31,1.2437613420406015,-0.05019508935951141,-0.04336640844566265
32,1.2838826756548145,-0.04336640844566265,-0.03601821091771101
33,1.3240040092690275,-0.03601821091771101,-0.02827840449325678
34,1.3641253428832405,-0.02827840449325678,-0.020278012630945436
35,1.4042466764974533,-0.020278012630945436,-0.012149040070045365
36,1.4443680101116663,-0.012149040070045365,-0.0040223737082454615
37,1.4844893437258793,-0.0040223737082454615,0.003974249014045019
38,1.5246106773400923,0.003974249014045019,0.011718173881286301
39,1.5647320109543053,0.011718173881286301,0.019093637741034945
40,1.604853344568518,0.019093637741034945,0.025993424979722488
41,1.644974678182731,0.025993424979722488,0.032320350188020916
42,1.685096011796944,0.032320350188020916,0.03798854783494017
43,1.725217345411157,0.03798854783494017,0.042924553260825046
44,1.76533867902537,0.042924553260825046,0.04706816295413154
45,1.805460012639583,0.04706816295413154,0.05037306583389455
46,1.8455813462537958,0.05037306583389455,0.05280724105764748
47,1.8857026798680088,0.05280724105764748,0.054353121652517156
48,1.9258240134822218,0.054353121652517156,0.05500752696636678
49,1.9659453470964348,0.05500752696636678,0.05478137049989476
50,2.0060666807106475,0.05478137049989476,0.05369915305669182
51,2.0461880143248607,0.05369915305669182,0.05179825428779069
52,2.0863093479390735,0.05179825428779069,0.049128038566470675
53,2.1264306815532867,0.049128038566470675,0.04574879366970921
54,2.1665520151674995,0.04574879366970921,0.04173052293232959
55,2.2066733487817123,0.04173052293232959,0.03715161335249493
56,2.2467946823959255,0.03715161335249493,0.03209740354320812
57,2.2869160160101383,0.03209740354320812,0.026658676431061002
58,2.3270373496243515,0.026658676431061002,0.020930102194545826
59,2.3671586832385643,0.020930102194545826,0.015008657110382058
60,2.407280016852777,0.015008657110382058,0.008992043744629068
61,2.4474013504669903,0.008992043744629068,0.0029771372991820384
62,2.487522684081203,0.0029771372991820384,-0.0029415180771733907
63,2.5276440176954162,-0.0029415180771733907,-0.008673140555976745
64,2.567765351309629,-0.008673140555976745,-0.014132048690398816
65,2.607886684923842,-0.014132048690398816,-0.0192388874464817
66,2.648008018538055,-0.0192388874464817,-0.023921725589578256
67,2.688129352152268,-0.023921725589578256,-0.028117010229388593
68,2.728250685766481,-0.028117010229388593,-0.03177036691085333
69,2.7683720193806938,-0.03177036691085333,-0.03483723634317564
70,2.8084933529949065,-0.03483723634317564,-0.03728334163999266
71,2.8486146866091198,-0.03728334163999266,-0.03908498275467183
72,2.8887360202233325,-0.03908498275467183,-0.04022915759094674
